ID,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
3795,Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,30000,,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5,8.99
3796,Hyundai Creta 1.6 CRDi SX Option,Kochi,2017,44887,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,12.13
3797,Datsun redi-GO T Option,Bangalore,2016,20487,Petrol,Manual,,22.7 kmpl,799 CC,53.64 bhp,5,2.66
3798,Mercedes-Benz B Class B180,Delhi,2013,,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5,11
3799,Honda WR-V Edge Edition i-VTEC S,Kochi,2019,13913,Petrol,Manual,First,,1199 CC,88.7 bhp,5,8.2
3800,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,Diesel,Manual,First,21.02 kmpl,1248 CC,88.8 bhp,5,2.9
3801,Tata Safari Storme 2012-2015 EX,,2017,28000,Diesel,Manual,First,14.0 kmpl,2179 CC,138.1 bhp,7,10.91
3802,Mini Cooper 5 DOOR D,Kochi,2019,14857,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,5,31.55
3803,Hyundai Elantra CRDi SX,Hyderabad,2012,125928,Diesel,Manual,First,22.7 kmpl,1582 CC,126.24 bhp,5,9
3804,Hyundai Grand i10 Asta Option,Mumbai,2015,26000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,4.25
3805,Hyundai Grand i10 1.2 Kappa Sportz,Delhi,2018,9434,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,5.75
3806,Ford EcoSport 1.5 TDCi Titanium,Kochi,2018,37160,Diesel,Manual,First,,1498 CC,98.59 bhp,5,9.46
3807,Honda City 1.5 V MT,Delhi,2010,,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3.5
3808,BMW 5 Series 2003-2012 520d,Pune,2010,170000,,Automatic,Third,18.48 kmpl,1995 CC,177 bhp,5,12
3809,Tata Venture EX,Pune,2011,51482,Diesel,Manual,First,15.42 kmpl,1405 CC,70 bhp,8,2.5
3810,Maruti Dzire LDI,Pune,2018,27000,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,5.9
3811,BMW 3 Series 320d Luxury Line,Kochi,2013,,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,13.95
3812,Toyota Fortuner 2.8 2WD AT,Ahmedabad,2017,15000,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7,30
3813,Toyota Corolla Altis 1.8 GL,Coimbatore,2015,,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5,10.77
3814,Hyundai i20 1.2 Asta Option,Jaipur,2017,8000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,7.5
3815,BMW 3 Series 320d,Mumbai,2011,51000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,10.5
3816,Hyundai i10 Sportz,Kochi,2015,16900,Petrol,Manual,First,20.36 kmpl,0CC,78.9 bhp,5,3.87
3817,Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,2011,65000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,6.4
3818,Fiat Linea 1.3 Dynamic,Jaipur,2009,80000,Diesel,Manual,Second,20.4 kmpl,1248 CC,91.2 bhp,5,1.75
3819,Volkswagen Ameo 1.2 MPI Comfortline,Hyderabad,2016,18456,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,5.75
3820,Mahindra TUV 300 2015-2019 mHAWK100 T8,Kochi,,55594,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7,8.48
3821,Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,22000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,4.75
3822,Toyota Corolla Altis 1.8 VL CVT,Kolkata,2018,5000,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5,16.95
3823,Hyundai i20 Sportz Petrol,Kochi,2011,62020,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,3.45
3824,Maruti Swift Lxi BSIII,Mumbai,2009,53001,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5,1.95
3825,Hyundai Santa Fe 4X4,Coimbatore,2013,67901,Diesel,Manual,First,14.66 kmpl,2199 CC,194.3 bhp,7,8.38
3826,Hyundai Grand i10 1.2 CRDi Sportz,Delhi,,59261,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5,4.25
3827,Hyundai Santro Xing GLS,Hyderabad,2007,,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,5,1.85
3828,Hyundai EON Magna Plus,Kochi,2019,14322,Petrol,Manual,First,21.1 kmpl,0CC,55.2 bhp,5,4.23
3829,Mahindra Ssangyong Rexton RX7,Kochi,2014,,Diesel,Automatic,Second,11.18 kmpl,2696 CC,184 bhp,7,9.47
3830,Land Rover Range Rover Sport 2005 2012 HSE,Hyderabad,2010,45000,Diesel,Automatic,First,14.7 kmpl,2993 CC,241.4 bhp,6,40
3831,Tata Indica V2 eLS,Chennai,2017,129000,Diesel,Manual,First,25.0 kmpl,1396 CC,69 bhp,5,3
3832,Hyundai i20 Sportz 1.4 CRDi,Jaipur,2013,70933,Diesel,Manual,,21.9 kmpl,1396 CC,88.76 bhp,5,3.9
3833,Maruti Swift Dzire VDI,Ahmedabad,2015,69000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,5.9
3834,Renault KWID RXT,Bangalore,2016,20229,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,3.5
3835,Hyundai Grand i10 Magna,Kolkata,2016,,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,3.75
3836,Tata Indigo LS,Jaipur,2005,108000,Diesel,Manual,,17.0 kmpl,1405 CC,70 bhp,5,1
3837,Mini Cooper S,Pune,2012,37000,Petrol,Automatic,Second,13.6 kmpl,1598 CC,181 bhp,4,17
3838,Hyundai Santro Xing XO eRLX Euro II,Kochi,2008,80759,Petrol,Manual,Third,17.0 kmpl,1086 CC,null bhp,5,1.67
3839,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2017,42366,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,31.93
3840,BMW 3 Series 320d Sport,Mumbai,2012,,Diesel,Automatic,Third,22.69 kmpl,1995 CC,190 bhp,5,15
3841,Hyundai Verna CRDi,Hyderabad,2011,70000,Diesel,Manual,First,16.8 kmpl,1493 CC,,5,5.1
3842,Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,,Diesel,Manual,First,16.3 kmpl,1956 CC,170 bhp,5,17.5
3843,Maruti 800 AC Uniq,Jaipur,2009,,Petrol,Manual,Second,16.1 kmpl,796 CC,37 bhp,4,0.8
3844,Mercedes-Benz A Class A180 CDI,Mumbai,,37000,Diesel,Automatic,First,20.0 kmpl,2143 CC,107.3 bhp,5,14
3845,Hyundai i20 Magna Optional 1.4 CRDi,Mumbai,2014,,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5,4.65
3846,Volkswagen Jetta 2012-2014 1.4 TSI,Coimbatore,2018,,Petrol,Manual,First,14.69 kmpl,1390 CC,120.33 bhp,5,16.8
3847,Mahindra Xylo D4,Hyderabad,2015,169000,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,7,5
3848,Maruti Celerio ZXI,Mumbai,2014,21000,Petrol,Manual,,23.1 kmpl,998 CC,67.04 bhp,5,3.75
3849,Jaguar XF Diesel,Coimbatore,2014,82536,Diesel,Automatic,,14.74 kmpl,2993 CC,270.9 bhp,5,28.63
3850,Ford Figo Petrol ZXI,Bangalore,2010,102016,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5,2.25
3851,Mercedes-Benz M-Class ML 350 CDI Corporate,Coimbatore,2012,63888,,Automatic,First,14.0 kmpl,2987 CC,224 bhp,5,22.58
3852,Volkswagen Vento 1.5 TDI Highline AT,Kochi,2016,44782,,Automatic,First,21.21 kmpl,1498 CC,103.2 bhp,5,7.12
3853,Maruti Swift ZXI,Pune,2013,52000,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,3.95
3854,Honda Brio S MT,Mumbai,2013,41000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3.1
3855,Hyundai Verna 1.6 VTVT EX AT,Mumbai,2013,24000,Petrol,Automatic,First,17.01 kmpl,1591 CC,121.4 bhp,5,5.95
3856,Ford Fiesta Classic 1.4 Duratorq CLXI,Kochi,2012,79985,Diesel,Manual,First,17.8 kmpl,1399 CC,67 bhp,5,3.16
3857,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mumbai,2013,87000,,Automatic,Second,19.27 kmpl,2143 CC,167.62 bhp,5,17
3858,Toyota Etios VX,Kolkata,2012,55000,,Manual,First,17.6 kmpl,1496 CC,88.7 bhp,5,2.99
3859,Chevrolet Beat Diesel LS,Coimbatore,2014,55012,Diesel,Manual,Second,25.44 kmpl,936 CC,57.6 bhp,5,3.7
3860,Toyota Innova Crysta 2.4 ZX MT,Coimbatore,2018,92056,Diesel,Manual,First,13.68 kmpl,2393 CC,,7,18.39
3861,Hyundai i10 Asta AT,Mumbai,,64984,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5,3.45
3862,BMW 5 Series 520d Luxury Line,Ahmedabad,2013,90000,Diesel,Automatic,First,22.48 kmpl,1995 CC,,5,19.5
3863,Maruti Alto K10 VXI AGS,Ahmedabad,2017,20000,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5,4
3864,Renault Duster Petrol RxL,Pune,,20000,Petrol,Manual,First,13.24 kmpl,1598 CC,102.57 bhp,5,6
3865,Jaguar XJ 2.0L Portfolio,Mumbai,2017,10501,Petrol,Automatic,First,9.43 kmpl,1999 CC,237.4 bhp,5,75
3866,Hyundai Santro Xing GLS,Hyderabad,2008,95291,Petrol,Manual,First,17.92 kmpl,1086 CC,,5,2.3
3867,Toyota Camry W2 (AT),Chennai,2009,,Petrol,Automatic,First,12.1 kmpl,2362 CC,164.7 bhp,5,4.7
3868,Ford Figo 2015-2019 1.2P Titanium MT,Kochi,2017,23977,,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5,5.38
3869,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,62000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,4.65
3870,Mahindra Xylo D4,Chennai,2016,85000,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,7,6.15
3871,Maruti Swift Dzire LDI,Pune,2016,39000,,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,5.8
3872,Maruti Alto K10 VXI AGS,Chennai,2017,5500,Petrol,Automatic,First,,998 CC,67.1 bhp,5,4.25
3873,Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,2013,81755,Diesel,Manual,First,20.0 kmpl,1968 CC,108.5 bhp,5,4.75
3874,Hyundai Xcent 1.2 VTVT E Plus,Pune,2018,31000,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,5,5
3875,Toyota Fortuner 4x4 AT,Kochi,2018,37713,Diesel,Automatic,Second,12.55 kmpl,2982 CC,,7,31.62
3876,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Mumbai,2015,48600,Diesel,Automatic,First,12.0 kmpl,2987 CC,,7,48.5
3877,Toyota Fortuner 4x4 AT,Delhi,2017,25000,Diesel,Automatic,,12.55 kmpl,2982 CC,168.5 bhp,7,32
3878,Honda City i-VTEC CVT VX,Pune,2018,4500,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,12.5
3879,Toyota Camry Hybrid,Mumbai,2015,,Petrol,Automatic,First,19.16 kmpl,2494 CC,158.2 bhp,5,19.75
3880,BMW 3 Series 2005-2011 325i Sedan,Pune,2011,43706,Petrol,Automatic,First,10.9 kmpl,2497 CC,,5,9
3881,Renault Duster 85PS Diesel RxL Option,Mumbai,2015,67000,Diesel,Manual,Second,19.87 kmpl,1461 CC,,5,7
3882,Nissan Micra Diesel XV Premium,Hyderabad,2012,,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,3.7
3883,Hyundai Grand i10 CRDi Sportz,Delhi,2013,,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,3.71
3884,Mercedes-Benz E-Class E270 CDI,Bangalore,2005,,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5,10
3885,Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,72495,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5,7
3886,Maruti SX4 ZXI MT BSIV,Mumbai,2012,51800,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5,3.9
3887,Hyundai i10 Magna,Coimbatore,2011,,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,3.65
3888,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Bangalore,2017,20149,Diesel,Automatic,First,19.27 kmpl,2143 CC,,5,38.5
3889,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2017,,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,9.5
3890,Volkswagen Vento 1.6 Highline,Coimbatore,2014,,Petrol,Manual,Second,16.09 kmpl,1598 CC,103.5 bhp,5,6.98
3891,Honda City i DTEC V,Kolkata,2014,36000,Diesel,Manual,First,,1498 CC,98.6 bhp,5,5
3892,Maruti Omni 8 Seater BSII,Pune,2010,60000,,Manual,First,19.7 kmpl,796 CC,35 bhp,8,1.45
3893,Maruti Swift Dzire VDi,Jaipur,2010,130000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5,4
3894,Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,,98000,Diesel,Automatic,Second,13.5 kmpl,2987 CC,282 bhp,5,25
3895,Hyundai Creta 1.6 SX Automatic Diesel,Kolkata,2018,14000,Diesel,Automatic,,17.6 kmpl,1582 CC,126.2 bhp,5,11.25
3896,Tata Indigo LS,Pune,2006,160000,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5,1
3897,Maruti Wagon R LX BS IV,Pune,2011,71000,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,2.6
3898,Toyota Fortuner 4x2 Manual,Hyderabad,2014,107825,,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,20.5
3899,Ford Fiesta 1.4 ZXi Duratec,Pune,2008,76000,Petrol,Manual,Second,16.6 kmpl,1388 CC,68 bhp,5,1.49
3900,Audi A8 L 3.0 TDI quattro,Bangalore,,55000,Diesel,Automatic,First,11.8 kmpl,2967 CC,246.7 bhp,5,13.5
3901,Hyundai Santro GS zipDrive - Euro II,Chennai,2002,67000,Petrol,Manual,Third,0.0 kmpl,999 CC,null bhp,5,1.2
3902,Toyota Etios Liva GD,Mumbai,2011,74000,Diesel,Manual,,23.59 kmpl,1364 CC,null bhp,5,3.6
3903,Maruti Swift Dzire VXI,Mumbai,,19000,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5,5.25
3904,BMW 5 Series 530i Sedan,Kolkata,2010,24000,Petrol,Automatic,First,10.6 kmpl,0CC,258 bhp,5,8.75
3905,Hyundai Santro Xing GLS,Chennai,2010,115000,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,5,1.5
3906,Hyundai i10 Sportz,Pune,2014,90000,,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,2.8
3907,Hyundai i10 Sportz AT,,2014,41016,Petrol,Automatic,Second,16.95 kmpl,1197 CC,78.9 bhp,5,5.08
3908,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2017,,Diesel,Manual,First,20.5 kmpl,1582 CC,126.2 bhp,5,11.45
3909,Maruti Alto K10 VXI,Hyderabad,2016,10000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,3.5
3910,Hyundai Santro Xing XL AT eRLX Euro III,Hyderabad,2007,71000,,Automatic,First,17.0 kmpl,1086 CC,null bhp,5,2.4
3911,Hyundai Accent GLE,Kolkata,2005,,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5,0.9
3912,Ford Figo Diesel Titanium,Hyderabad,2015,36000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,4.95
3913,Mahindra Scorpio SLX,Chennai,2008,100000,,Manual,Second,12.7 kmpl,2609 CC,120 bhp,8,4
3914,Maruti Alto Std,Jaipur,2005,49000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,0.9
3915,Honda Civic 2006-2010 1.8 V MT,Delhi,2008,72000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5,2.5
3916,Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,38000,Diesel,Automatic,,15.73 kmpl,1968 CC,174.33 bhp,5,29
3917,Maruti Swift Dzire VXi,Mumbai,2009,54540,Petrol,Manual,,17.5 kmpl,1298 CC,85.8 bhp,5,2.65
3918,Hyundai Xcent 1.1 CRDi S,Jaipur,2014,75000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,3.85
3919,Hyundai Grand i10 1.2 Kappa Sportz Option,Coimbatore,2019,,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.44
3920,Maruti Wagon R LXI CNG,Pune,2014,58000,CNG,Manual,First,26.6 km/kg,998 CC,58.16 bhp,5,3
3921,Toyota Etios G,Coimbatore,,27075,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,5,4.95
3922,Tata Indigo CS LX (TDI) BS III,Chennai,2009,167000,Diesel,Manual,Second,19.09 kmpl,1396 CC,69 bhp,5,2.7
3923,Hyundai Verna VTVT 1.6 SX,Kochi,2012,32542,Petrol,Manual,,17.0 kmpl,1591 CC,121.3 bhp,5,5.77
3924,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2010,84000,Diesel,Manual,Second,17.8 kmpl,1399 CC,68 bhp,5,2.41
3925,Audi A6 2011-2015 35 TDI Technology,Coimbatore,2017,55975,Diesel,Automatic,Second,17.68 kmpl,1968 CC,,5,35.92
3926,Volkswagen Vento 1.5 TDI Highline,Jaipur,2015,58000,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5,5.85
3927,Mercedes-Benz M-Class ML 250 CDI,Jaipur,2014,66000,Diesel,Automatic,First,,2143 CC,203.2 bhp,5,30
3928,Volkswagen Vento Diesel Highline,Chennai,2013,720000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,5.9
3929,Volkswagen Polo Petrol Comfortline 1.2L,Mumbai,2013,51167,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,3.76
3930,Ford Endeavour 2.5L 4X2,Hyderabad,2010,154000,Diesel,Manual,First,13.1 kmpl,2499 CC,141 bhp,7,7.99
3931,Toyota Innova Crysta 2.8 GX AT 8S,Delhi,2017,18000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,8,18.25
3932,Jaguar XF 2.2 Litre Luxury,Hyderabad,2015,50000,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5,38
3933,Honda Civic 2010-2013 1.8 V MT,Pune,2010,61700,Petrol,Manual,First,14.8 kmpl,1799 CC,130.2 bhp,5,2.95
3934,Honda Amaze S i-Vtech,Mumbai,2017,32006,,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,4.25
3935,Hyundai i10 Magna 1.1,Pune,2012,44000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,2.9
3936,Honda Brio VX,Pune,2013,45000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5,3.25
3937,Maruti Swift ZDi,Hyderabad,2013,99595,Diesel,Manual,Second,22.9 kmpl,1248 CC,,5,4.75
3938,Maruti Alto LXi BSIII,Hyderabad,2008,66000,Petrol,Manual,First,,796 CC,46.3 bhp,5,1.7
3939,Land Rover Range Rover Sport SE,Delhi,2014,47000,,Automatic,Second,12.65 kmpl,2993 CC,255 bhp,5,64.75
3940,Maruti Alto LXi BSIII,Chennai,2010,94385,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5,1.6
3941,Skoda Laura 1.9 TDI AT Ambiente,Bangalore,2009,74000,Diesel,Automatic,Second,17.0 kmpl,1896 CC,105 bhp,5,7.75
3942,Maruti Wagon R LXI BS IV,Delhi,2012,65000,Petrol,Manual,First,,998 CC,67.1 bhp,5,2.65
3943,Volkswagen Polo 1.2 MPI Comfortline,Coimbatore,2015,25845,Petrol,Manual,First,16.47 kmpl,1198 CC,,5,5.84
3944,Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2016,68000,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7,29.5
3945,Maruti Ritz VXi,Kolkata,2011,50000,Petrol,Manual,Second,18.5 kmpl,1197 CC,85.80 bhp,5,1.5
3946,Hyundai i10 Magna 1.2,Chennai,2009,620000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,2.7
3947,Hyundai Santro Xing XG eRLX Euro III,Mumbai,2006,,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5,1.15
3948,Mercedes-Benz E-Class 280 CDI,Hyderabad,2009,85000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5,9.99
3949,Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,Petrol,Automatic,First,14.67 kmpl,1798 CC,,5,26
3950,Honda City i VTEC CVT VX,Mumbai,2016,42666,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,,8.95
3951,Honda Jazz 1.2 SV i VTEC,Kochi,2016,25238,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,6.2
3952,Maruti Alto Vxi 1.1,Chennai,,103653,Petrol,Manual,Second,18.9 kmpl,1061 CC,47 bhp,5,1.22
3953,Volkswagen Passat Diesel Highline 2.0 TDI,Hyderabad,2011,,Diesel,Automatic,First,18.33 kmpl,1968 CC,167.7 bhp,5,7.5
3954,Datsun GO NXT,Kolkata,2016,6000,Petrol,Manual,First,20.63 kmpl,1198 CC,,5,2.5
3955,Skoda Laura Ambiente 2.0 TDI CR AT,Bangalore,2011,94821,Diesel,Automatic,Second,20.0 kmpl,1968 CC,138.1 bhp,5,6.75
3956,Maruti Ciaz 1.3 Alpha,Kochi,2018,39023,Diesel,Manual,First,28.09 kmpl,0CC,88.5 bhp,5,9.48
3957,BMW 5 Series 2013-2017 520d Luxury Line,Pune,2014,32000,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5,30.5
3958,Volkswagen Jetta 2007-2011 1.9 L TDI,Hyderabad,2010,,Diesel,Manual,First,0.0 kmpl,1968 CC,null bhp,5,5.45
3959,Maruti Swift VDI,Jaipur,2012,95100,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,3.75
3960,Honda Accord 2.4 AT,Mumbai,2008,95000,Petrol,Automatic,Third,11.7 kmpl,2354 CC,177.6 bhp,5,2.85
3961,Hyundai i20 Sportz Diesel,Coimbatore,2011,68439,,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,3.37
3962,Hyundai Santa Fe 4WD AT,Bangalore,2015,59000,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,7,21
3963,Skoda Superb Elegance 2.0 TDI CR AT,Delhi,2014,51000,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.03 bhp,5,13
3964,Toyota Etios GD,Kolkata,2014,45000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.05 bhp,5,3.25
3965,Chevrolet Beat LS,Chennai,2010,,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5,2.19
3966,Ford EcoSport 1.5 TDCi Titanium,Chennai,2014,72563,Diesel,Manual,Second,22.77 kmpl,1498 CC,98.59 bhp,5,5
3967,BMW X1 sDrive 20d Exclusive,Mumbai,2012,15200,,Automatic,First,15.06 kmpl,1995 CC,177 bhp,5,13.5
3968,Hyundai Grand i10 Asta Option,Bangalore,2014,30000,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5,4.9
3969,BMW X6 xDrive30d,Jaipur,2013,45306,Diesel,Automatic,Second,11.2 kmpl,2993 CC,241 bhp,4,42.5
3970,Volkswagen Vento Diesel Trendline,Chennai,2012,130000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,4.75
3971,Honda CR-V 2.4L 4WD AT AVN,Kolkata,2013,,Petrol,Automatic,Second,12.0 kmpl,2354 CC,187.4 bhp,5,12.5
3972,Maruti S-Cross Zeta DDiS 200 SH,Coimbatore,2016,,Diesel,Manual,First,25.1 kmpl,1248 CC,88.5 bhp,5,7.94
3973,Toyota Innova 2.5 GX 7 STR BSIV,Delhi,2012,68000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,6.95
3974,Ford EcoSport 1.0 Ecoboost Titanium Plus BE,Kochi,2014,54173,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5,5.55
3975,Maruti Alto K10 VXI,Bangalore,2011,64357,Petrol,Manual,First,24.07 kmpl,998 CC,,5,2.75
3976,Maruti Swift Dzire LDi,Jaipur,2008,78000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5,2.3
3977,Honda WRV i-VTEC VX,Kochi,2018,15135,Petrol,Manual,First,17.5 kmpl,1199 CC,88.7 bhp,5,9.29
3978,Hyundai Grand i10 Magna,Delhi,2014,31200,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,3.9
3979,Land Rover Range Rover 2.2L Prestige,Coimbatore,2017,34990,,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,53.83
3980,Toyota Corolla Altis D-4D GL,Mumbai,2017,5900,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,16.5
3981,Audi Q7 4.2 TDI Quattro Technology,Delhi,2010,73000,Diesel,Automatic,First,11.33 kmpl,4134 CC,335.2 bhp,7,17.51
3982,Hyundai i20 Sportz 1.2,Jaipur,2016,30292,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,6.3
3983,Maruti Wagon R VXI,Hyderabad,2015,45295,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,4.3
3984,Maruti Swift Dzire VXI,Mumbai,2012,88000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,3.85
3985,Mercedes-Benz New C-Class C 200 CGI Elegance,Delhi,2011,51000,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5,11.5
3986,Nissan Micra Diesel XV Premium,Kolkata,2012,32048,Diesel,Manual,First,23.08 kmpl,0CC,63.1 bhp,5,2.4
3987,BMW 3 Series 320d Highline,Hyderabad,2009,58000,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,,13.5
3988,Chevrolet Beat LT,Pune,2011,48000,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5,1.8
3989,Mini Cooper 5 DOOR D,Ahmedabad,2014,34000,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,5,22
3990,Volkswagen Vento Petrol Highline AT,Mumbai,,45000,Petrol,Automatic,First,14.4 kmpl,1598 CC,103.6 bhp,5,3.35
3991,Hyundai Grand i10 CRDi Magna,Delhi,2014,,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,3.5
